Domain;URL;Status;Source;Rank;Updated at;Confidence;LLM Reasoning;Case Management Status
33win.legal;https://33win.legal/;Illegal gambling;Redirect (slotxo6.co);3570482;2026-09-04T14:42:21.660352Z;95;Screenshot: The website prominently displays gambling-related imagery such as poker chips, dice, and a roulette wheel, which are common indicators of online gambling platforms.. Screenshot: The text includes phrases like 'ĐĂNG KÍ TẶNG THƯ' and 'NHẬN THƯỞNG NGẦU NHIỆN', which suggest registration bonuses and random rewards, typical features of online gambling sites.. Screenshot: The presence of game categories like 'SLOTS' and 'HỘI CAO THẤP' further indicates that the site offers various gambling games.. Screenshot: The site includes a 'NẠP ĐẦU +133K' button, which implies the ability to deposit money, a key feature of online gambling platforms.;Illegal gambling
sipwise.co.in;https://sipwise.co.in/;Illegal gambling;Redirect (slotxo6.co);3570482;2026-09-04T14:42:21.688720Z;95;Screenshot: The website prominently displays gambling-related imagery such as poker chips, dice, and a roulette wheel, which are common indicators of online gambling platforms.. Screenshot: The text includes phrases like 'ĐĂNG KÍ TẶNG THƯ' and 'NHẬN THƯỞNG NGẦU NHIỆN', which suggest registration bonuses and random rewards, typical features of online gambling sites.. Screenshot: The presence of game categories like 'SLOTS' and 'HỘI CAO THẤP' further indicates that the site offers various gambling games.. Screenshot: The site includes a 'NẠP ĐẦU +133K' button, which implies the ability to deposit money, a key feature of online gambling platforms.;Illegal gambling
33wins.app;https://33wins.app/;Illegal gambling;Redirect (slotxo6.co);3570482;2026-09-04T14:42:21.718072Z;95;Screenshot: The website prominently displays gambling-related imagery such as poker chips, dice, and a roulette wheel, which are common indicators of online gambling platforms.. Screenshot: The text includes phrases like 'ĐĂNG KÍ TẶNG THƯ' and 'NHẬN THƯỞNG NGẦU NHIỆN', which suggest registration bonuses and random rewards, typical features of online gambling sites.. Screenshot: The presence of game categories like 'SLOTS' and 'HỘI CAO THẤP' further indicates that the site offers various gambling games.. Screenshot: The site includes a 'NẠP ĐẦU +133K' button, which implies the ability to deposit money, a key feature of online gambling platforms.;Illegal gambling
slotxo666.co;https://slotxo666.co/;Illegal gambling;Variant (slotxo66.co);;2026-09-04T14:42:27.773934Z;95;Screenshot: The website prominently features images of slot machines, playing cards, and dice, which are common symbols associated with gambling activities.. Screenshot: The text includes phrases like 'ĐĂNG KÍ THÀNH VIÊN MỚI' (Register New Member) and 'NHẬN 88K LIÈN TAY' (Receive 88K Immediately), which are indicative of incentives to sign up and deposit money, typical in online gambling sites.. Screenshot: The presence of a person holding playing cards and the depiction of various gambling activities such as slots and live casino games further supports the classification of the website as an online gambling site.. Screenshot: The text mentions 'Live Casino, game quay hũ, bạc cá và xổ số' (Live Casino, prize wheel games, baccarat, and lottery), explicitly stating the types of gambling games available on the site.;Illegal gambling
s7fun.www.com;https://s7fun.www.com/;Not gambling;Variant (www.s7fun.com);;2026-09-04T14:42:44.737217Z;95;URL: The domain www.com is for sale, indicating it is not an active website with content.. Screenshot: The page lacks any gambling-related content or functionality, such as betting options or casino games.. Screenshot: The website primarily features a search function and a notice about the domain being for sale, with no indication of online gambling activities.;
grandcafeswins.nl;https://grandcafeswins.nl/;Illegal gambling;Redirect (slotxo666.co);;2026-09-04T14:42:44.740370Z;95;Screenshot: The website prominently features images of slot machines, playing cards, and dice, which are common symbols associated with gambling activities.. Screenshot: The text includes phrases like 'ĐĂNG KÍ THÀNH VIÊN MỚI' (Register New Member) and 'NHẬN 88K LIÈN TAY' (Receive 88K Immediately), which are indicative of incentives to sign up and deposit money, typical in online gambling sites.. Screenshot: The presence of a person holding playing cards and the depiction of various gambling activities such as slots and live casino games further supports the classification of the website as an online gambling site.. Screenshot: The text mentions 'Live Casino, game quay hũ, bạc cá và xổ số' (Live Casino, prize wheel games, baccarat, and lottery), explicitly stating the types of gambling games available on the site.;Illegal gambling
zlotxo68.info;https://zlotxo68.info/;Illegal gambling;Variant (zlotxo68.net);;2026-09-04T14:42:52.463534Z;95;Screenshot: The website prominently features gambling-related content, including slot games and betting options.. Screenshot: The site displays specific betting amounts, such as '39,000' and '30,000', indicating real-money gambling activities.. Screenshot: The presence of a '10% bonus' promotion suggests incentives for users to deposit and gamble more.. Screenshot: The overall design and elements, such as the 'play now' buttons and promotional offers, are typical of online gambling platforms.;Illegal gambling
m.slotxo66.online;https://m.slotxo66.online/;Review needed;Variant (slotxo66.online);;2026-09-04T14:43:06.276632Z;20;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
mobile.slotxo66.online;https://mobile.slotxo66.online/;Review needed;Variant (slotxo66.online);;2026-09-04T14:43:12.534Z;20;Screenshot: The page shows a 502 Bad Gateway error, indicating content is unavailable and therefore the decision is limited.;
verify.slotxo66.online;https://verify.slotxo66.online/;Review needed;Variant (slotxo66.online);;2026-09-04T14:43:18.677176Z;20;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and therefore the decision is limited.;
support.slotxo66.online;https://support.slotxo66.online/;Review needed;Variant (slotxo66.online);;2026-09-04T14:43:25.057196Z;20;URL: The page displays a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
www.slotxo66.com;https://www.slotxo66.com/;Review needed;Variant (www.slotxo68.net);;2026-09-04T14:43:31.272716Z;20;Screenshot: The page displays an error message indicating a timeout (ERR_TIMED_OUT), making the content unavailable and thus limiting the decision.;
secure.slotxo66.online;https://secure.slotxo66.online/;Review needed;Variant (slotxo66.online);;2026-09-04T14:43:37.539555Z;20;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.. URL: The URL contains 'slotxo66', which suggests the site may be related to online gambling, but the error prevents verification of whether it allows online gambling.;
slotxo6.info;https://slotxo6.info/;Review needed;Variant (slotxo68.info);3191679;2026-09-04T14:43:45.190676Z;20;Screenshot: The content is blocked and unavailable due to a security solution triggered by the user's action.. Screenshot: The page shows a Cloudflare blocking message, indicating that the content cannot be accessed.;
lotto432ad.www.com;https://lotto432ad.www.com/;Review needed;Variant (www.lotto432ad.com);;2026-09-04T14:43:52.034594Z;10;URL: The domain www.com is for sale, indicating the page is not functional or operational.. Screenshot: The page is a placeholder with no gambling-related content or functionality.;
rpjud.buzz;https://rpjud.buzz/;Review needed;Redirect (slotxo6.info);3191679;2026-09-04T14:43:52.037240Z;20;Screenshot: The content is blocked and unavailable due to a security solution triggered by the user's action.. Screenshot: The page shows a Cloudflare blocking message, indicating that the content cannot be accessed.;
j8zla.click;https://j8zla.click/;Review needed;Redirect (slotxo6.info);3191679;2026-09-04T14:43:52.062635Z;20;Screenshot: The content is blocked and unavailable due to a security solution triggered by the user's action.. Screenshot: The page shows a Cloudflare blocking message, indicating that the content cannot be accessed.;
dppw.pw;https://dppw.pw/;Review needed;Redirect (slotxo6.info);3191679;2026-09-04T14:43:52.091461Z;20;Screenshot: The content is blocked and unavailable due to a security solution triggered by the user's action.. Screenshot: The page shows a Cloudflare blocking message, indicating that the content cannot be accessed.;
www.lotto432af.com;https://www.lotto432af.com/;Review needed;Variant (www.lotto432ad.com);;2026-09-04T14:43:58.776972Z;20;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and therefore the decision is limited.;
account.slotxo66.online;https://account.slotxo66.online/;Review needed;Variant (slotxo66.online);;2026-09-04T14:44:04.941971Z;20;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
login.slotxo66.online;https://login.slotxo66.online/;Review needed;Variant (slotxo66.online);;2026-09-04T14:44:11.066917Z;20;URL: The content is unavailable due to a 502 Bad Gateway error, limiting the decision.;
www.s8fun.vip;https://www.s8fun.vip/;Review needed;Variant (www.s7fun.com);;2026-09-04T14:44:17.097053Z;30;Screenshot: The website prominently features images and text related to gambling, such as the word 'CASINO' and images of gambling activities.. Screenshot: Despite the gambling-related content, there are no visible options or buttons to place bets, deposit money, or play games directly on the site.. Screenshot: The site appears to be more focused on information or promotional content rather than providing an active gambling platform.. URL: The URL does not directly indicate an active gambling site but rather a promotional or informational site related to gambling.;
8fun.com;https://8fun.com/;Review needed;Variant (s8fun.com);;2026-09-04T14:44:34.656235Z;10;Screenshot: The webpage displays an error message indicating a protocol error, making the content unavailable for classification.;
lotto432f.com;https://lotto432f.com/;Illegal gambling;Variant (lotto432d.com);;2026-09-04T14:44:40.708415Z;95;Screenshot: The website displays a lottery interface with numbers and options to place bets.. Screenshot: The presence of a 'สมัครสมาชิก' (register) button indicates user interaction for gambling activities.. Screenshot: The website shows live lottery results, indicating active gambling operations.. Screenshot: The website includes options for different types of lottery bets, further confirming online gambling activities.;Illegal gambling
www.lotto432d.com;https://www.lotto432d.com/;Illegal gambling;Variant (www.lotto432ad.com);;2026-09-04T14:44:56.210405Z;95;Screenshot: The website displays a betting slip with numbers and amounts, indicating active betting options.. Screenshot: The presence of a 'สมัครสมาชิก' (register) button suggests users can create accounts to place bets.. Screenshot: The website shows live lottery results, which is a common feature of online gambling platforms.. Screenshot: The website includes a 'แจกฟรี' (free gift) promotion, a common incentive for users to deposit and bet more.;Illegal gambling
www.woloplay.app;https://www.woloplay.app/;Illegal gambling;Variant (woloplay.app);;2026-09-04T14:45:12.462769Z;90;Screenshot: The website prominently features a button labeled 'แจกบอลเลย' which translates to 'Get Balls Now', indicating an action related to gambling.. Screenshot: The text mentions 'เดิมพันฟุตบอลสด ทุกเมตช์ทั่วโลก' which translates to 'Live football betting on every match in the world', clearly indicating online gambling activities.. Screenshot: The website includes images of casino settings and gambling activities, reinforcing the context of online gambling.;Illegal gambling
lotto432d-aff.com;https://lotto432d-aff.com/;Illegal gambling;Variant (lotto432d.com);;2026-09-04T14:45:26.171290Z;95;Screenshot: The website displays a registration form with fields for phone number, password, and confirmation password, which are typical indicators of an online gambling site.. Screenshot: The presence of a prominent 'Submit' button suggests an actionable step for users to register, which is common in online gambling platforms.. Screenshot: The website includes a 'Contact Admin' button, which is often found on gambling sites for user support.. Screenshot: The overall design and layout, including the use of a dark theme and specific formatting, are typical of online gambling websites.;Illegal gambling
wollplay.net;https://wollplay.net/;Not gambling;Variant (woloplay.net);;2026-09-04T14:45:40.036253Z;95;Screenshot: The website features a large play button and colorful graphics, indicating it is a platform for entertainment content rather than online gambling.. Screenshot: The text 'Entretenimento Sem Limites' suggests unlimited entertainment, not gambling activities.. Screenshot: The website offers options to 'Criar Conta' and 'Assinar Agora', which are typical for content subscription services, not gambling.. Screenshot: There are no visible betting or gambling-related terms like 'place bet', 'betting slip', 'deposit', 'cashier', or 'play now'.;
www.woloplay.co;https://www.woloplay.co/;Review needed;Variant (woloplay.co);;2026-09-04T14:45:49.939923Z;10;Screenshot: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
lottvip.net;https://lottvip.net/;Illegal gambling;Variant (lottvipp.com);;2026-09-04T14:45:56.219627Z;95;Screenshot: The website features a prominent section with the text 'LOTTVIP' and a button labeled 'Link vào LOTTVIP chính thức' which indicates a link to the official LOTTVIP site, suggesting a connection to online gambling.. Screenshot: The site displays various gambling-related logos such as 'VinBB', 'SinBB', '588', '2bet', and others, which are indicative of online gambling platforms.. Screenshot: The presence of a game with animated characters and vibrant graphics typically associated with online gambling games further supports the classification.. Screenshot: The text 'Top Nhà Cái Uy Tín Bản Nền Thứ' translates to 'Top Trusted Betting Sites Foundation', explicitly indicating the site's focus on gambling.;Illegal gambling
slotxo1688.online;https://slotxo1688.online/;Illegal gambling;Variant (slotxo1688.vip);;2026-09-04T14:46:10.831474Z;95;Screenshot: The website prominently features images of slot machines and gambling-related graphics, which are indicative of online gambling activities.. Screenshot: The text mentions 'เกมสล็อตออนไลน์' which translates to 'online slot games', indicating the presence of online gambling content.. Screenshot: The website includes buttons and links that suggest direct engagement with gambling activities, such as 'เล่นเดิมพะ' which translates to 'play now'.;Illegal gambling
slotxo1688.com;https://slotxo1688.com/;Review needed;Variant (slotxo1688.vip);;2026-09-04T14:46:23.416752Z;10;Screenshot: The content is unavailable due to a Cloudflare challenge, limiting the decision.;
www.x9fun.com;https://www.x9fun.com/;Review needed;Variant (www.z9fun.com);;2026-09-04T14:46:29.393753Z;10;Screenshot: The content is unavailable due to a Cloudflare challenge, limiting the ability to assess the website's functionality.;
z9fun.www.com;https://z9fun.www.com/;Review needed;Variant (www.z9fun.com);;2026-09-04T14:46:35.605543Z;10;URL: The domain www.com is for sale, indicating the page is not operational and content is unavailable.. Screenshot: The page only shows a search bar and a for-sale message, with no gambling-related content or functionality visible.;
www.9fun.com;https://www.9fun.com/;Review needed;Variant (www.z9fun.com);;2026-09-04T14:46:42.559661Z;20;Screenshot: The page shows an access restricted message, indicating that the content is unavailable due to IP address restrictions.;
support.a8fun.com;https://support.a8fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:46:48.865589Z;10;URL: The content is unavailable due to a 502 Bad Gateway error, limiting the decision.;
z8q3k7.com;https://z8q3k7.com/?_ts=%3D%3DgMyUyM4YDM3czMzUDO4cTMyITJ;Review needed;Redirect (www.9fun.com);;2026-09-04T14:46:48.868954Z;20;Screenshot: The page shows an access restricted message, indicating that the content is unavailable due to IP address restrictions.;
account.support.a7fun.com;https://account.support.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:46:54.878793Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
support.7afun.com;https://support.7afun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:01.075207Z;10;Screenshot: The page displays an HTTP 404 error, indicating that the content is unavailable.;
support.www.a7fun.com;https://support.www.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:07.091210Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
support.verify.a7fun.com;https://support.verify.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:13.335278Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
www.support.a7fun.com;https://www.support.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:19.462131Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
support.47fun.com;https://support.47fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:25.742105Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
verify.support.a7fun.com;https://verify.support.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:32.027264Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
support.support.a7fun.com;https://support.support.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:38.225787Z;10;URL: The page displays a 502 Bad Gateway error, indicating the content is unavailable and thus the decision is limited.;
support.secure.a7fun.com;https://support.secure.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:44.440090Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
support.m.a7fun.com;https://support.m.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:50.688711Z;10;URL: The page displays a 502 Bad Gateway error, indicating the content is unavailable and the decision is limited.;
support.login.a7fun.com;https://support.login.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:47:56.842673Z;10;URL: The content is unavailable due to a 502 Bad Gateway error, limiting the decision.;
secure.support.a7fun.com;https://secure.support.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:48:02.907553Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
support.account.a7fun.com;https://support.account.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:48:09.045224Z;10;URL: The page displays a 502 Bad Gateway error, indicating the content is unavailable and the decision is limited.;
mobile.support.a7fun.com;https://mobile.support.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:48:15.196967Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
m.support.a7fun.com;https://m.support.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:48:21.419430Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
9afun.com;https://9afun.com/;Review needed;Variant (7afun.com);;2026-09-04T14:48:27.556681Z;20;Screenshot: The website displays a 'Sorry!' message indicating that the content is unavailable due to potential issues such as a changed IP address, server misconfiguration, or the site being moved to a different server.;
71afun.com;https://71afun.com/;Illegal gambling;Variant (7afun.com);;2026-09-04T14:48:34.420004Z;95;Screenshot: The website prominently displays 'Plataforma de Apostas Online', indicating an online betting platform.. Screenshot: The text mentions '71A.fun casino Brasil', which suggests the availability of online casino games.. Screenshot: The 'Jogar Agora' button implies an actionable element to start playing games, which is typical in online gambling sites.;Illegal gambling
support.mobile.a7fun.com;https://support.mobile.a7fun.com/;Review needed;Variant (support.a7fun.com);;2026-09-04T14:48:50.326570Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
mobile.7afun.com;https://mobile.7afun.com/;Review needed;Variant (7afun.com);;2026-09-04T14:48:56.497595Z;10;Screenshot: The page displays an HTTP 404 error, indicating that the content is unavailable and thus the decision is limited.;
secure.7afun.com;https://secure.7afun.com/;Review needed;Variant (7afun.com);;2026-09-04T14:49:02.715014Z;10;Screenshot: The page displays an HTTP 404 error, indicating that the content is unavailable and thus the decision is limited.;
7afun.net;https://7afun.net/;Review needed;Variant (7afun.com);;2026-09-04T14:49:08.939612Z;10;Screenshot: The page is blocked by Cloudflare, indicating that the content is unavailable.;
74fun.com;https://74fun.com/;Review needed;Variant (7afun.com);;2026-09-04T14:49:14.914694Z;10;Screenshot: The page shows an 'Access Denied' message, indicating that the content is unavailable and therefore the decision is limited.. URL: The URL does not contain any indicators of online gambling actions such as 'place bet', 'betting slip', 'deposit', 'cashier', or 'play now'.;
m.7afun.com;https://m.7afun.com/;Review needed;Variant (7afun.com);;2026-09-04T14:49:22.535735Z;10;Screenshot: The website displays an HTTP 404 error, indicating that the content is unavailable.;
7afun.top;https://7afun.top/;Review needed;Variant (7afun.com);;2026-09-04T14:49:28.578572Z;10;Screenshot: The website displays an HTTP 404 error, indicating that the content is unavailable.;
7afun.vip;https://7afun.vip/;Review needed;Variant (7afun.com);;2026-09-04T14:49:34.599999Z;10;Screenshot: The website displays an HTTP 404 error, indicating that the content is unavailable.;
7afun.click;https://7afun.click/;Review needed;Variant (7afun.com);;2026-09-04T14:49:40.610367Z;10;Screenshot: The website displays an HTTP 404 error, indicating that the content is unavailable.. Screenshot: The page is not showing any gambling-related content or features.;
www.7afun.com;https://www.7afun.com/;Illegal gambling;Variant (7afun.com);;2026-09-04T14:49:47.389754Z;90;Screenshot: The website has a prominent 'Download App' button, which is often used to access gambling games.. Screenshot: The presence of a 'Register' button suggests user account creation for gambling activities.. Screenshot: The 'Invite Friend' feature with rewards indicates a gambling promotion.. Screenshot: The 'Turn on notifications to claim your exclusive bonus instantly' popup is a common gambling incentive.. Screenshot: The 'LOSS BACK WONUS 30%' text suggests a gambling bonus or promotion.. Screenshot: The 'VIP SALE WEEKLY' text implies gambling-related rewards or promotions.;Illegal gambling
verify.7afun.com;https://verify.7afun.com/;Review needed;Variant (7afun.com);;2026-09-04T14:50:02.266547Z;10;URL: The URL leads to a 404 HTTP error page, indicating the content is unavailable.;
login.7afun.com;https://login.7afun.com/;Review needed;Variant (7afun.com);;2026-09-04T14:50:08.442708Z;10;Screenshot: The page displays an HTTP 404 error, indicating that the content is unavailable and therefore the decision is limited.;
uafun.com;https://uafun.com/;Review needed;Variant (7afun.com);;2026-09-04T14:50:14.679985Z;10;Screenshot: The content is unavailable due to a Cloudflare challenge, limiting the decision.;
m.verify.a7fun.com;https://m.verify.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:50:20.654721Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
verify.a8fun.com;https://verify.a8fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:50:26.886509Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
account.verify.a7fun.com;https://account.verify.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:50:33.001453Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
verify.47fun.com;https://verify.47fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:50:39.291166Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.verify.a7fun.com;https://verify.verify.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:50:45.432619Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
verify.secure.a7fun.com;https://verify.secure.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:50:52.643782Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
www.verify.a7fun.com;https://www.verify.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:50:58.781509Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
verify.mobile.a7fun.com;https://verify.mobile.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:51:05.018944Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable.. URL: The error message shows a TLS handshake failure, preventing access to the site.;
verify.m.a7fun.com;https://verify.m.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:51:11.864804Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and therefore the decision is limited.;
verify.login.a7fun.com;https://verify.login.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:51:18.008991Z;10;URL: The page displays a 502 Bad Gateway error, indicating the content is unavailable and the decision is limited.;
secure.verify.a7fun.com;https://secure.verify.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:51:24.191017Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
mobile.verify.a7fun.com;https://mobile.verify.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:51:30.316184Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.account.a7fun.com;https://verify.account.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:51:36.642073Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
www.afun.com;https://www.afun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:51:42.840444Z;10;Screenshot: The content is unavailable due to a Cloudflare block, limiting the decision.;
www.a8fun.com;https://www.a8fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:51:48.903344Z;20;Screenshot: The page shows an 'Access Denied' message, indicating that the content is unavailable and therefore the decision is limited.. URL: The URL structure and error message suggest the site is blocked or restricted, preventing access to its content.;
verify.www.a7fun.com;https://verify.www.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:51:55.950529Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
www.q7fun.com;https://www.q7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:52:02.209941Z;30;Screenshot: The website contains categories such as 'Jogos de cartas' (Card games) and 'Jogos de pôquer' (Poker games), indicating it is related to gambling.. Screenshot: The website does not provide any options to place bets, deposit money, or engage in real-money gambling activities, indicating it does not allow online gambling.. Screenshot: The website appears to be focused on providing gaming experiences and news rather than facilitating real-money gambling.;
a7fun.www.com;https://a7fun.www.com/;Not gambling;Variant (www.a7fun.com);;2026-09-04T14:52:16.149920Z;95;URL: The domain www.com is for sale, indicating it is not an active website with content.. Screenshot: The page lacks any gambling-related content or functionality, such as betting options or casino games.. Screenshot: The website primarily features a search function and a notice about the domain being for sale, with no indicators of online gambling activities.;
www.47fun.com;https://www.47fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:52:24.081495Z;10;Screenshot: The website displays an 'Access Denied' message, indicating that the content is unavailable and thus the decision is limited.;
www.www.a7fun.com;https://www.www.a7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:52:30.336043Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
www.mobile.a7fun.com;https://www.mobile.a7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:52:36.532958Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating the content is unavailable and the decision is limited.;
www.secure.a7fun.com;https://www.secure.a7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:52:42.689631Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating the content is unavailable and thus the decision is limited.;
login.verify.a7fun.com;https://login.verify.a7fun.com/;Review needed;Variant (verify.a7fun.com);;2026-09-04T14:52:48.888827Z;10;URL: The page displays a 502 Bad Gateway error, indicating the content is unavailable and thus the decision is limited.;
www.a6fun.com;https://www.a6fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:52:55.081771Z;10;Screenshot: The page displays an error message indicating a timeout (ERR_TIMED_OUT), making the content unavailable and thus limiting the decision.;
secure.www.a7fun.com;https://secure.www.a7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:53:01.432997Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
mobile.www.a7fun.com;https://mobile.www.a7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:53:07.676862Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
m.www.a7fun.com;https://m.www.a7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:53:13.956906Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
login.www.a7fun.com;https://login.www.a7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:53:20.235827Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
www.login.a7fun.com;https://www.login.a7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:53:26.454538Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
account.www.a7fun.com;https://account.www.a7fun.com/;Review needed;Variant (www.a7fun.com);;2026-09-04T14:53:32.742428Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
secure.secure.a7fun.com;https://secure.secure.a7fun.com/;Review needed;Variant (secure.a7fun.com);;2026-09-04T14:53:38.983211Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
secure.47fun.com;https://secure.47fun.com/;Review needed;Variant (secure.a7fun.com);;2026-09-04T14:53:45.212773Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable.. URL: The error message 'TlsProtocolException' suggests a TLS/SSL handshake failure, preventing access to the website.;
secure.mobile.a7fun.com;https://secure.mobile.a7fun.com/;Review needed;Variant (secure.a7fun.com);;2026-09-04T14:53:52.419336Z;10;URL: The URL leads to a 502 Bad Gateway error, indicating the content is unavailable.. Screenshot: The screenshot shows a 502 Bad Gateway error, confirming the content is unavailable.;
secure.a8fun.com;https://secure.a8fun.com/;Review needed;Variant (secure.a7fun.com);;2026-09-04T14:53:59.412041Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
secure.login.a7fun.com;https://secure.login.a7fun.com/;Review needed;Variant (secure.a7fun.com);;2026-09-04T14:54:05.557504Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
